"","StockKeyLabel","StockKeyDescription","SpeciesScientificName","SpeciesCommonName","FisheriesGuild.y","DataCategory","AssessmentYear","AdviceCategory","lineDescription","FishingPressure","Ecoregion","StockSize","SBL","D3C1","D3C2","GES"
"101","nep.fu.22","Norway lobster in divisions 7.f and 7.g, Functional Unit 22","Nephrops norvegicus","Norway lobster","Crustacean","1",2019,"FMSY Ranges","Maximum sustainable yield","RED","Celtic Seas Ecoregion","GREEN","GREY","RED","GREEN","RED"
"102","nep.fu.22","Norway lobster in divisions 7.f and 7.g, Functional Unit 22","Nephrops norvegicus","Norway lobster","Crustacean","1",2019,"FMSY Ranges","Precautionary approach","GREY","Celtic Seas Ecoregion","GREEN","GREY","GREY","GREEN","GREY"
"103","nop.27.6a","Norway pout in Division 6.a","Trisopterus esmarkii","Norway pout","Pelagic","6.3",2018,"No advice","Maximum sustainable yield","GREY","Celtic Seas Ecoregion","GREY","GREY","GREY","GREY","GREY"
"104","nop.27.6a","Norway pout in Division 6.a","Trisopterus esmarkii","Norway pout","Pelagic","6.3",2018,"No advice","Precautionary approach","GREY","Celtic Seas Ecoregion","GREY","GREY","GREY","GREY","GREY"
"105","ory.27.nea","Orange roughy in subareas 1-10, 12 and 14","Hoplostethus atlanticus","Orange roughy","Demersal","6.3",2016,"PA","Maximum sustainable yield","GREY","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"106","ory.27.nea","Orange roughy in subareas 1-10, 12 and 14","Hoplostethus atlanticus","Orange roughy","Demersal","6.3",2016,"PA","Precautionary approach","GREY","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"107","ple.27.7a","Plaice in Division 7.a","Pleuronectes platessa","Plaice","Benthic","1",2019,"MSY","Maximum sustainable yield","GREEN","Celtic Seas Ecoregion","GREEN","GREEN","GREEN","GREEN","GREEN"
"108","ple.27.7a","Plaice in Division 7.a","Pleuronectes platessa","Plaice","Benthic","1",2019,"MSY","Precautionary approach","GREEN","Celtic Seas Ecoregion","GREEN","GREEN","GREEN","GREEN","GREEN"
"109","ple.27.7bc","Plaice in divisions 7.b-c","Pleuronectes platessa","Plaice","Benthic","6.2",2017,"PA","Maximum sustainable yield","GREY","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"110","ple.27.7bc","Plaice in divisions 7.b-c","Pleuronectes platessa","Plaice","Benthic","6.2",2017,"PA","Precautionary approach","GREY","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"111","ple.27.7e","Plaice in Division 7.e","Pleuronectes platessa","Plaice","Benthic","3.2",2019,"PA","Maximum sustainable yield","RED","Celtic Seas Ecoregion, Greater North Sea Ecoregion","GREEN","GREEN","RED","GREEN","RED"
"112","ple.27.7e","Plaice in Division 7.e","Pleuronectes platessa","Plaice","Benthic","3.2",2019,"PA","Precautionary approach","GREEN","Celtic Seas Ecoregion, Greater North Sea Ecoregion","GREEN","GREEN","GREEN","GREEN","GREEN"
"113","ple.27.7fg","Plaice in divisions 7.f and 7.g","Pleuronectes platessa","Plaice","Benthic","3.2",2019,"PA","Maximum sustainable yield","GREEN","Celtic Seas Ecoregion","GREEN","GREEN","GREEN","GREEN","GREEN"
"114","ple.27.7fg","Plaice in divisions 7.f and 7.g","Pleuronectes platessa","Plaice","Benthic","3.2",2019,"PA","Precautionary approach","GREEN","Celtic Seas Ecoregion","GREEN","GREEN","GREEN","GREEN","GREEN"
"115","ple.27.7h-k","Plaice in divisions 7.h-k","Pleuronectes platessa","Plaice","Benthic","3.2",2019,"PA","Maximum sustainable yield","RED","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","RED","RED","RED","RED","RED"
"116","ple.27.7h-k","Plaice in divisions 7.h-k","Pleuronectes platessa","Plaice","Benthic","3.2",2019,"PA","Precautionary approach","RED","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","RED","RED","RED","RED","RED"
"117","pok.27.3a46","Saithe in Subareas 4, 6 and Division 3.a","Pollachius virens","Saithe","Demersal","1",2019,"MSY","Maximum sustainable yield","GREEN","Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion","GREEN","GREEN","GREEN","GREEN","GREEN"
"118","pok.27.3a46","Saithe in Subareas 4, 6 and Division 3.a","Pollachius virens","Saithe","Demersal","1",2019,"MSY","Precautionary approach","GREEN","Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion","GREEN","GREEN","GREEN","GREEN","GREEN"
"119","pol.27.67","Pollack in subareas 6-7 ","Pollachius pollachius","Pollack","Demersal","4.12",2018,"PA","Maximum sustainable yield","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"120","pol.27.67","Pollack in subareas 6-7 ","Pollachius pollachius","Pollack","Demersal","4.12",2018,"PA","Precautionary approach","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"121","por.27.nea","Porbeagle in subareas 1-10, 12 and 14","Lamna nasus","Porbeagle","Elasmobranch","6.3",2019,"PA","Maximum sustainable yield","GREY","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"122","por.27.nea","Porbeagle in subareas 1-10, 12 and 14","Lamna nasus","Porbeagle","Elasmobranch","6.3",2019,"PA","Precautionary approach","GREY","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"123","raj.27.67a-ce-h","Rays and skates in Subarea 6 and divisions 7.a-c and 7.e-h","Rajidae","Rays and skates","Elasmobranch","6.9",2018,"No advice","Maximum sustainable yield","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"124","raj.27.67a-ce-h","Rays and skates in Subarea 6 and divisions 7.a-c and 7.e-h","Rajidae","Rays and skates","Elasmobranch","6.9",2018,"No advice","Precautionary approach","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"125","reb.2127.sp","Beaked redfish in ICES subareas 5, 12, and 14 and NAFO subareas 1 and 2","Sebastes mentella","Beaked redfish","Pelagic","3",2019,"PA","Maximum sustainable yield","GREY","Arctic Ocean Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"126","reb.2127.sp","Beaked redfish in ICES subareas 5, 12, and 14 and NAFO subareas 1 and 2","Sebastes mentella","Beaked redfish","Pelagic","3",2019,"PA","Precautionary approach","GREY","Arctic Ocean Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"127","rja.27.nea","White skate in subareas 1-10, 12 and 14","Rostroraja alba","White skate","Elasmobranch","6.3",2019,"PA","Maximum sustainable yield","GREY","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"128","rja.27.nea","White skate in subareas 1-10, 12 and 14","Rostroraja alba","White skate","Elasmobranch","6.3",2019,"PA","Precautionary approach","GREY","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"129","rjb.27.67a-ce-k","Common skate complex and flapper skate in Subarea 6 and divisions 7.a–c and 7.e–k","Dipturus batis","Common skate","Elasmobranch","6.3",2018,"PA/Stock status only","Maximum sustainable yield","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"130","rjb.27.67a-ce-k","Common skate complex and flapper skate in Subarea 6 and divisions 7.a–c and 7.e–k","Dipturus batis","Common skate","Elasmobranch","6.3",2018,"PA/Stock status only","Precautionary approach","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"131","rjc.27.6","Thornback ray in Subarea 6","Raja clavata","Thornback ray","Elasmobranch","3.2",2018,"PA","Maximum sustainable yield","GREY","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"132","rjc.27.6","Thornback ray in Subarea 6","Raja clavata","Thornback ray","Elasmobranch","3.2",2018,"PA","Precautionary approach","GREY","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"133","rjc.27.7afg","Thornback ray in divisions 7.a and 7.f-g","Raja clavata","Thornback ray","Elasmobranch","3.2",2018,"PA","Maximum sustainable yield","GREY","Celtic Seas Ecoregion","GREY","GREY","GREY","GREY","GREY"
"134","rjc.27.7afg","Thornback ray in divisions 7.a and 7.f-g","Raja clavata","Thornback ray","Elasmobranch","3.2",2018,"PA","Precautionary approach","GREY","Celtic Seas Ecoregion","GREY","GREY","GREY","GREY","GREY"
"135","rjc.27.7e","Thornback ray in Division 7.e","Raja clavata","Thornback ray","Elasmobranch","5.2",2018,"PA","Maximum sustainable yield","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion","GREY","GREY","GREY","GREY","GREY"
"136","rjc.27.7e","Thornback ray in Division 7.e","Raja clavata","Thornback ray","Elasmobranch","5.2",2018,"PA","Precautionary approach","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion","GREY","GREY","GREY","GREY","GREY"
"137","rje.27.7de","Small-eyed ray in divisions 7.d and 7.e","Raja microocellata","Small-eyed ray","Elasmobranch","5.2",2018,"PA","Maximum sustainable yield","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion","GREY","GREY","GREY","GREY","GREY"
"138","rje.27.7de","Small-eyed ray in divisions 7.d and 7.e","Raja microocellata","Small-eyed ray","Elasmobranch","5.2",2018,"PA","Precautionary approach","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion","GREY","GREY","GREY","GREY","GREY"
"139","rje.27.7fg","Small-eyed ray in divisions 7.f and 7.g","Raja microocellata","Small-eyed ray","Elasmobranch","3.2",2018,"PA","Maximum sustainable yield","GREY","Celtic Seas Ecoregion","GREY","GREY","GREY","GREY","GREY"
"140","rje.27.7fg","Small-eyed ray in divisions 7.f and 7.g","Raja microocellata","Small-eyed ray","Elasmobranch","3.2",2018,"PA","Precautionary approach","GREY","Celtic Seas Ecoregion","GREY","GREY","GREY","GREY","GREY"
"141","rjf.27.67","Shagreen ray in subareas 6-7","Leucoraja fullonica","Shagreen ray","Elasmobranch","5.2",2018,"PA","Maximum sustainable yield","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"142","rjf.27.67","Shagreen ray in subareas 6-7","Leucoraja fullonica","Shagreen ray","Elasmobranch","5.2",2018,"PA","Precautionary approach","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"143","rjh.27.4a6","Blonde ray in Subarea 6 and Division 4.a","Raja brachyura","Blonde ray","Elasmobranch","5.2",2019,"PA","Maximum sustainable yield","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"144","rjh.27.4a6","Blonde ray in Subarea 6 and Division 4.a","Raja brachyura","Blonde ray","Elasmobranch","5.2",2019,"PA","Precautionary approach","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"145","rjh.27.7afg","Blonde ray in divisions 7.a and 7.f-g","Raja brachyura","Blonde ray","Elasmobranch","5.2",2018,"PA","Maximum sustainable yield","GREY","Celtic Seas Ecoregion","GREY","GREY","GREY","GREY","GREY"
"146","rjh.27.7afg","Blonde ray in divisions 7.a and 7.f-g","Raja brachyura","Blonde ray","Elasmobranch","5.2",2018,"PA","Precautionary approach","GREY","Celtic Seas Ecoregion","GREY","GREY","GREY","GREY","GREY"
"147","rjh.27.7e","Blonde ray in Division 7.e","Raja brachyura","Blonde ray","Elasmobranch","5.2",2018,"PA","Maximum sustainable yield","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion","GREY","GREY","GREY","GREY","GREY"
"148","rjh.27.7e","Blonde ray in Division 7.e","Raja brachyura","Blonde ray","Elasmobranch","5.2",2018,"PA","Precautionary approach","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion","GREY","GREY","GREY","GREY","GREY"
"149","rji.27.67","Sandy ray in subareas 6-7","Leucoraja circularis","Sandy ray","Elasmobranch","5.2",2018,"PA","Maximum sustainable yield","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"150","rji.27.67","Sandy ray in subareas 6-7","Leucoraja circularis","Sandy ray","Elasmobranch","5.2",2018,"PA","Precautionary approach","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"151","rjm.27.67bj","Spotted ray in Subarea 6 and divisions 7.b and 7.j","Raja montagui","Spotted ray","Elasmobranch","3.2",2018,"PA","Maximum sustainable yield","GREY","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"152","rjm.27.67bj","Spotted ray in Subarea 6 and divisions 7.b and 7.j","Raja montagui","Spotted ray","Elasmobranch","3.2",2018,"PA","Precautionary approach","GREY","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"153","rjm.27.7ae-h","Spotted ray in divisions 7.a and 7.e-h","Raja montagui","Spotted ray","Elasmobranch","3.2",2018,"PA","Maximum sustainable yield","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion","GREY","GREY","GREY","GREY","GREY"
"154","rjm.27.7ae-h","Spotted ray in divisions 7.a and 7.e-h","Raja montagui","Spotted ray","Elasmobranch","3.2",2018,"PA","Precautionary approach","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion","GREY","GREY","GREY","GREY","GREY"
"155","rjn.27.678abd","Cuckoo ray in subareas 6-7 and divisions 8.a-b and 8.d","Leucoraja naevus","Cuckoo ray","Elasmobranch","3.2",2018,"PA","Maximum sustainable yield","GREY","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"156","rjn.27.678abd","Cuckoo ray in subareas 6-7 and divisions 8.a-b and 8.d","Leucoraja naevus","Cuckoo ray","Elasmobranch","3.2",2018,"PA","Precautionary approach","GREY","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"157","rjr.27.23a4","Starry ray in Subareas 2 and 4, and Division 3.a","Amblyraja radiata","Starry ray","Elasmobranch","3.14",2019,"PA","Maximum sustainable yield","GREY","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion","GREY","GREY","GREY","GREY","GREY"
"158","rjr.27.23a4","Starry ray in Subareas 2 and 4, and Division 3.a","Amblyraja radiata","Starry ray","Elasmobranch","3.14",2019,"PA","Precautionary approach","GREY","Arctic Ocean Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion","GREY","GREY","GREY","GREY","GREY"
"159","rju.27.7bj","Undulate ray in divisions 7.b and 7.j","Raja undulata","Undulate ray","Elasmobranch","6.3",2018,"PA","Maximum sustainable yield","GREY","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"160","rju.27.7bj","Undulate ray in divisions 7.b and 7.j","Raja undulata","Undulate ray","Elasmobranch","6.3",2018,"PA","Precautionary approach","GREY","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"161","rju.27.7de","Undulate ray in divisions 7.d and 7.e","Raja undulata","Undulate ray","Elasmobranch","3.2",2018,"PA","Maximum sustainable yield","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion","GREY","GREY","GREY","GREY","GREY"
"162","rju.27.7de","Undulate ray in divisions 7.d and 7.e","Raja undulata","Undulate ray","Elasmobranch","3.2",2018,"PA","Precautionary approach","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion","GREY","GREY","GREY","GREY","GREY"
"163","rng.27.5b6712b","Roundnose grenadier in subareas 6-7 and divisions 5.b and 12.b","Coryphaenoides rupestris","Roundnose grenadier","Demersal","5.2",2018,"MSY","Maximum sustainable yield","GREY","Celtic Seas Ecoregion, Faroes Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"164","rng.27.5b6712b","Roundnose grenadier in subareas 6-7 and divisions 5.b and 12.b","Coryphaenoides rupestris","Roundnose grenadier","Demersal","5.2",2018,"MSY","Precautionary approach","GREY","Celtic Seas Ecoregion, Faroes Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"165","san.27.6a","Sandeel in Division 6.a","Ammodytes","Sandeel","Demersal","6.3",2018,"No advice","Maximum sustainable yield","GREY","Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion","GREY","GREY","GREY","GREY","GREY"
"166","san.27.6a","Sandeel in Division 6.a","Ammodytes","Sandeel","Demersal","6.3",2018,"No advice","Precautionary approach","GREY","Celtic Seas Ecoregion, Faroes Ecoregion, Greater North Sea Ecoregion","GREY","GREY","GREY","GREY","GREY"
"167","sbr.27.6-8","Blackspot seabream in subareas 6-8","Pagellus bogaraveo","Blackspot seabream","Demersal","6.3",2018,"PA","Maximum sustainable yield","GREY","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion","GREY","GREY","GREY","GREY","GREY"
"168","sbr.27.6-8","Blackspot seabream in subareas 6-8","Pagellus bogaraveo","Blackspot seabream","Demersal","6.3",2018,"PA","Precautionary approach","GREY","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Greater North Sea Ecoregion","GREY","GREY","GREY","GREY","GREY"
"169","sck.27.nea","Kitefin shark in subareas 1-10, 12 and 14","Dalatias licha","Kitefin shark","Elasmobranch","6.3",2019,"PA","Maximum sustainable yield","GREY","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"170","sck.27.nea","Kitefin shark in subareas 1-10, 12 and 14","Dalatias licha","Kitefin shark","Elasmobranch","6.3",2019,"PA","Precautionary approach","GREY","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"171","sdv.27.nea","Smooth-hound in subareas 1-10, 12 and 14","Mustelus asterias","Smooth-hound","Elasmobranch","3.2",2019,"PA","Maximum sustainable yield","GREY","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"172","sdv.27.nea","Smooth-hound in subareas 1-10, 12 and 14","Mustelus asterias","Smooth-hound","Elasmobranch","3.2",2019,"PA","Precautionary approach","GREY","Arctic Ocean Ecoregion, Azores Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"173","sho.27.67","Black-mouth dogfish in subareas 6 and 7","Galeus melastomus","Black-mouth dogfish","Elasmobranch","3.9",2019,"PA/Stock status only","Maximum sustainable yield","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"174","sho.27.67","Black-mouth dogfish in subareas 6 and 7","Galeus melastomus","Black-mouth dogfish","Elasmobranch","3.9",2019,"PA/Stock status only","Precautionary approach","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"175","sol.27.7a","Sole in Division 7.a","Solea solea","Sole","Benthic","1",2019,"MSY","Maximum sustainable yield","GREEN","Celtic Seas Ecoregion","RED","RED","GREEN","RED","RED"
"176","sol.27.7a","Sole in Division 7.a","Solea solea","Sole","Benthic","1",2019,"MSY","Precautionary approach","GREEN","Celtic Seas Ecoregion","ORANGE","RED","GREEN","ORANGE","GREY"
"177","sol.27.7bc","Sole in divisions 7.b and 7.c","Solea solea","Sole","Benthic","6.2",2017,"PA","Maximum sustainable yield","GREY","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"178","sol.27.7bc","Sole in divisions 7.b and 7.c","Solea solea","Sole","Benthic","6.2",2017,"PA","Precautionary approach","GREY","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"179","sol.27.7e","Sole in Division 7.e","Solea solea","Sole","Benthic","1",2019,"MSY","Maximum sustainable yield","GREEN","Celtic Seas Ecoregion, Greater North Sea Ecoregion","GREEN","GREEN","GREEN","GREEN","GREEN"
"180","sol.27.7e","Sole in Division 7.e","Solea solea","Sole","Benthic","1",2019,"MSY","Precautionary approach","GREEN","Celtic Seas Ecoregion, Greater North Sea Ecoregion","GREEN","GREEN","GREEN","GREEN","GREEN"
"181","sol.27.7fg","Sole in divisions 7.f and 7.g","Solea solea","Sole","Benthic","1",2019,"MSY","Maximum sustainable yield","GREEN","Celtic Seas Ecoregion","GREEN","GREEN","GREEN","GREEN","GREEN"
"182","sol.27.7fg","Sole in divisions 7.f and 7.g","Solea solea","Sole","Benthic","1",2019,"MSY","Precautionary approach","GREEN","Celtic Seas Ecoregion","GREEN","GREEN","GREEN","GREEN","GREEN"
"183","sol.27.7h-k","Sole in Divisions 7.h-k","Solea solea","Sole","Benthic","3.2",2019,"PA","Maximum sustainable yield","GREEN","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","RED","RED","GREEN","RED","RED"
"184","sol.27.7h-k","Sole in Divisions 7.h-k","Solea solea","Sole","Benthic","3.2",2019,"PA","Precautionary approach","GREEN","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","ORANGE","RED","GREEN","ORANGE","GREY"
"185","spr.27.67a-cf-k","Sprat in Subarea 6 and Divisions 7.a-c and 7.f-k","Sprattus sprattus","Sprat","Pelagic","5.2",2019,"PA","Maximum sustainable yield","GREY","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"186","spr.27.67a-cf-k","Sprat in Subarea 6 and Divisions 7.a-c and 7.f-k","Sprattus sprattus","Sprat","Pelagic","5.2",2019,"PA","Precautionary approach","GREY","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"187","spr.27.7de","Sprat in divisions 7.d and 7.e","Sprattus sprattus","Sprat","Pelagic","3.2",2019,"PA","Maximum sustainable yield","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion","GREY","GREY","GREY","GREY","GREY"
"188","spr.27.7de","Sprat in divisions 7.d and 7.e","Sprattus sprattus","Sprat","Pelagic","3.2",2019,"PA","Precautionary approach","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion","GREY","GREY","GREY","GREY","GREY"
"189","syc.27.67a-ce-j","Lesser spotted dogfish in Subarea 6 and divisions 7.a-c and 7.e-j","Scyliorhinus canicula","Lesser-spotted dogfish","Elasmobranch","3.9",2019,"PA","Maximum sustainable yield","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"190","syc.27.67a-ce-j","Lesser spotted dogfish in Subarea 6 and divisions 7.a-c and 7.e-j","Scyliorhinus canicula","Lesser-spotted dogfish","Elasmobranch","3.9",2019,"PA","Precautionary approach","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
