"","StockKeyLabel","StockKeyDescription","SpeciesScientificName","SpeciesCommonName","FisheriesGuild.y","DataCategory","AssessmentYear","AdviceCategory","lineDescription","FishingPressure","Ecoregion","StockSize","SBL","D3C1","D3C2","GES"
"191","syt.27.67","Greater-spotted dogfish in subareas 6 and 7","Scyliorhinus stellaris","Greater-spotted dogfish","Elasmobranch","3.9",2019,"No advice","Maximum sustainable yield","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"192","syt.27.67","Greater-spotted dogfish in subareas 6 and 7","Scyliorhinus stellaris","Greater-spotted dogfish","Elasmobranch","3.9",2019,"No advice","Precautionary approach","GREY","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"193","usk.27.3a45b6a7-912b","Tusk in subareas 4 and 7-9 and divisions 3.a, 5.b, 6.a, and 12.b","Brosme brosme","Tusk","Demersal","3.2",2019,"PA","Maximum sustainable yield","GREEN","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREEN","GREEN","GREEN","GREEN","GREEN"
"194","usk.27.3a45b6a7-912b","Tusk in subareas 4 and 7-9 and divisions 3.a, 5.b, 6.a, and 12.b","Brosme brosme","Tusk","Demersal","3.2",2019,"PA","Precautionary approach","GREEN","Bay of Biscay and the Iberian Coast Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREEN","GREEN","GREEN","GREEN","GREEN"
"195","usk.27.6b","Tusk in Division 6.b","Brosme brosme","Tusk","Demersal","5.2",2018,"PA","Maximum sustainable yield","GREY","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"196","usk.27.6b","Tusk in Division 6.b","Brosme brosme","Tusk","Demersal","5.2",2018,"PA","Precautionary approach","GREY","Celtic Seas Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"197","whb.27.1-91214","Blue whiting in subareas 1-9, 12, and 14","Micromesistius poutassou","Blue whiting","Pelagic","1",2019,"MP","Maximum sustainable yield","RED","Arctic Ocean Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREEN","GREEN","RED","GREEN","RED"
"198","whb.27.1-91214","Blue whiting in subareas 1-9, 12, and 14","Micromesistius poutassou","Blue whiting","Pelagic","1",2019,"MP","Precautionary approach","GREEN","Arctic Ocean Ecoregion, Bay of Biscay and the Iberian Coast Ecoregion, Barents Sea Ecoregion, Celtic Seas Ecoregion, Faroes Ecoregion, Greenland Sea Ecoregion, Iceland Sea Ecoregion, Greater North Sea Ecoregion, Norwegian Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREEN","GREEN","GREEN","GREEN","GREEN"
"199","whg.27.6a","Whiting in Division 6.a","Merlangius merlangus","Whiting","Demersal","1",2018,"PA","Maximum sustainable yield","GREEN","Celtic Seas Ecoregion, Faroes Ecoregion","RED","RED","GREEN","RED","RED"
"200","whg.27.6a","Whiting in Division 6.a","Merlangius merlangus","Whiting","Demersal","1",2018,"PA","Precautionary approach","GREEN","Celtic Seas Ecoregion, Faroes Ecoregion","RED","RED","GREEN","RED","RED"
"201","whg.27.6b","Whiting in Division 6.b","Merlangius merlangus","Whiting","Demersal","6.2",2018,"PA","Maximum sustainable yield","GREY","Celtic Seas Ecoregion, Faroes Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"202","whg.27.6b","Whiting in Division 6.b","Merlangius merlangus","Whiting","Demersal","6.2",2018,"PA","Precautionary approach","GREY","Celtic Seas Ecoregion, Faroes Ecoregion, Oceanic Northeast Atlantic Ecoregion","GREY","GREY","GREY","GREY","GREY"
"203","whg.27.7a","Whiting in Division 7.a","Merlangius merlangus","Whiting","Demersal","1",2019,"MSY","Maximum sustainable yield","RED","Celtic Seas Ecoregion","RED","RED","RED","RED","RED"
"204","whg.27.7a","Whiting in Division 7.a","Merlangius merlangus","Whiting","Demersal","1",2019,"MSY","Precautionary approach","RED","Celtic Seas Ecoregion","RED","RED","RED","RED","RED"
"205","whg.27.7b-ce-k","Whiting in divisions 7.b-c and 7.e-k","Merlangius merlangus","Whiting","Demersal","1",2019,"MSY","Maximum sustainable yield","RED","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","RED","RED","RED","RED","RED"
"206","whg.27.7b-ce-k","Whiting in divisions 7.b-c and 7.e-k","Merlangius merlangus","Whiting","Demersal","1",2019,"MSY","Precautionary approach","GREEN","Celtic Seas Ecoregion, Greater North Sea Ecoregion, Oceanic Northeast Atlantic Ecoregion","RED","RED","GREEN","RED","RED"
